13946081,4
14488110,5
14567405,0
10026937,1
1958260,0
8301979,0
9351249,12
1947582,5
1950291,5
1955937,7
10080018,7
10131766,7
14231461,6
14249130,11
8368025,7
9400246,7
1950342,3
7817746,5
9921343,8
1953092,3
1950307,5
1955843,1
7686543,7
7708554,2
14906345,4
10329316,11
8388311,7
9446830,6
1947593,9
10139173,7
7801250,4
7874991,10
1950417,5
8276415,2
1950313,1
10103046,10
7705814,12
7741425,1
7868815,9
13534792,3
13705530,11
14179462,1
7904810,3
1947646,0
7726511,10
9576817,11
1952971,0
7468331,6
1947794,2
7747813,0
13571982,7
14465163,12
15150500,9
7911196,7
9370413,2
1958088,3
7681026,1
7801246,2
1958245,8
9047184,4
1955865,8
1955902,1
10139190,3
10341414,1
8808442,7
9771724,7
13726927,11
14201856,8
10072866,3
10294984,8
1947819,9
7474405,7
7857230,7
14229212,6
14505474,7
10019898,12
10026919,2
10294989,9
7910590,7
9170968,2
1953077,0
10171767,10
8248876,8
1950242,9
1950322,11
9875321,2
9986150,4
1958216,11
8145380,2
10093643,0
10301099,8
9407077,2
1950288,11
1958082,2
8725380,2
14734238,8
1950266,12
8861289,6
14398404,11
10058313,0
10347351,5
9028987,9
1955916,10
1955963,11
10092677,2
10110093,7
10354322,6
7705816,7
8726392,2
14095335,1
10072835,8
10139160,6
8523626,2
8807489,12
10994849,2
9816561,12
13596536,9
1953076,6
8063500,7
7637626,2
8949469,11
13553859,7
10019891,0
10033943,1
1958213,7
9115558,7
13673494,8
14063036,10
14352819,11
10065616,6
10139189,4
8925718,9
1958215,4
10171740,9
7894625,7
9156318,12
1947808,2
1958130,0
7746958,10
8612329,2
14854266,1
1950479,7
1953082,5
10322213,5
10086838,12
10110088,12
7636713,10
8530166,11
13617745,2
14111021,10
14944424,10
1955729,5
10092515,9
7495551,2
7748662,2
8634154,7
8917189,12
9581220,11
10040425,0
7887362,10
8256947,2
13497208,6
9787702,2
14921852,5
1950440,0
10322220,2
9333140,8
1947700,7
14212822,4
14704824,11
14755727,8
14806485,8
15103745,10
10164446,1
8234800,7
8409568,12
1955945,7
10117291,10
7728380,7
8842544,8
14715409,8
10347343,5
10093644,1
7585709,2
8907285,5
13614672,12
14129675,3
10019920,8
10171717,7
9771730,7
14084312,10
14381762,0
14618263,1
10072840,3
10322201,10
1947584,11
1950271,11
10092517,12
10151993,11
8886970,10
13996034,1
14012808,1
10033947,0
10040427,2
8905847,8
9718830,12
1952956,10
1958229,9
7958289,7
1947770,9
7705812,4
8510316,7
13693086,0
14842165,11
1947796,2
1950246,11
10157388,9
7779764,3
9818265,11
14258900,8
10171743,5
7707636,2
8502080,12
11013086,12
9816558,6
13754316,10
10164437,7
10171744,11
10308034,10
9133902,1
1947568,12
9669791,11
9940467,5
13517557,2
14882358,10
14967691,9
9028199,6
1947625,4
1947699,0
1950295,12
10092527,12
10354331,7
7474411,2
7568665,6
8501066,6
13617744,2
13982865,11
14063425,5
14267032,1
14787560,8
7931858,10
1947689,2
1947779,7
10146250,10
8679629,8
9876182,12
8771771,2
8808441,7
8987323,11
9575865,7
14112246,1
14248348,1
10040435,8
10040441,3
10308014,1
10157371,3
7549683,6
1950267,4
1955884,3
10157379,2
10354332,10
11013087,10
13722838,12
13970271,8
