10996697,3
9753227,5
13883460,6
14216558,1
14593336,3
14417499,3
14769426,5
7909886,6
8435117,1
8725387,6
8855916,2
9040555,3
4719163,2
4719446,3
4721332,3
4721394,0
10034078,3
10329411,0
7975346,3
8164300,0
9773369,6
9905083,5
14712017,3
13498084,6
14394859,3
14778070,3
4716675,4
10058390,3
4716680,3
10171776,2
7495567,0
10086927,1
10131927,2
10139226,5
8674609,0
9924324,1
14651124,0
14995509,5
15070633,1
4721491,0
14066806,2
14733588,2
14808115,4
14825942,5
9531485,1
9539827,3
10301157,1
10335956,1
10336033,6
10354364,6
10354506,6
13945649,5
14255351,5
14721418,5
14358631,5
14439574,5
4714401,1
4714445,6
10045969,5
10315109,5
10315150,1
8352120,5
4716816,4
10086898,5
10139289,4
7922999,5
9053014,3
9305263,6
9602078,5
14533971,6
14662855,5
15040728,5
14402765,3
14468348,5
10072878,0
10080169,3
7961934,3
8977357,6
9389426,5
4719145,4
4719243,4
10295024,2
10322252,5
10329416,6
10354481,5
13907710,5
15006448,5
4714218,6
4716966,6
10131907,6
10146281,0
10040549,0
10336005,2
7562222,0
14289819,3
14303424,2
14318406,6
14554942,4
14664146,0
4716614,6
14105886,6
10315177,2
4716819,6
8864350,6
9288792,6
14585673,1
4719316,1
4719428,6
10034057,3
14515684,3
4714228,1
4716999,6
10117408,5
10117415,0
10131859,0
7686553,6
8840818,2
9023082,5
9753236,0
15022941,3
4711937,4
4714277,1
14126906,4
7800595,6
8677584,5
9616782,0
10146325,6
10341438,5
14058030,6
14474187,5
14183930,4
14302835,0
4714227,4
10040540,3
10110186,4
10065706,4
10171833,4
10204856,2
10308130,1
10336047,6
9287921,6
9400877,0
9738636,1
14690880,6
4714234,3
4721548,6
7671002,4
7750485,4
7752220,0
7909883,6
8983483,1
9026839,4
9453816,6
10994858,2
14235386,3
4716934,0
4719206,1
13521271,3
13725587,5
14176763,5
4716904,0
4719106,3
10171834,5
10058402,4
10131861,4
10139236,0
8728228,6
8896098,4
13926760,0
15059597,3
4714459,1
10013014,5
14014749,4
14360854,0
14757005,6
10034111,1
10146320,6
10341552,2
8107878,4
14304038,1
4716717,2
10058433,6
7671682,5
8787440,3
9410504,6
14397931,5
14403327,3
14417494,4
9437667,6
14828284,0
4714440,4
10040552,1
10092631,3
10019971,5
14658901,0
10065668,4
10065676,0
7727475,0
7929533,1
13732166,3
9615809,4
14036873,3
14143889,3
14391866,2
15142892,3
4716613,6
10034083,3
10157425,2
9856728,5
14183928,4
14690872,4
14176762,5
4721518,0
14403334,6
7728384,0
14769427,0
14792311,0
9073421,6
9634438,6
4714422,1
7526277,6
8176009,4
8382097,3
9958364,4
14198393,1
14302849,5
14329245,4
15016303,0
14768898,5
8591758,6
8653664,2
8942555,1
10110171,5
10315153,2
10315205,6
