10085192,9
10115397,4
10137316,1
10144730,7
10150835,5
10197704,5
10210361,3
10266583,7
10313643,6
10327631,0
10334520,11
10373933,3
13557185,1
13606718,7
13640842,12
13678233,3
13681774,10
13770375,0
13836741,4
13855840,1
13872617,0
14060372,4
14061432,9
14155344,1
14191423,12
14225014,11
14240756,8
14290967,5
14326656,6
14409251,6
14495378,3
14518440,8
14672028,10
14740957,12
14762142,3
14823516,2
14875370,9
14905412,1
14914398,1
15091243,12
1945611,7
1948279,1
7518480,10
7581249,2
7676670,9
7755787,7
7759566,2
7770215,7
7774755,9
7842805,9
7885377,9
7888637,2
7977142,5
7995631,8
8000348,1
8018552,5
8018565,10
8146196,9
8240359,7
8332728,8
8332738,5
8370788,4
8370790,5
8374539,2
8396679,8
8481985,7
8500906,5
8693800,0
8861178,1
9043619,8
9077235,9
9425633,7
9566904,7
9605861,6
9900599,1
9976777,7
10001394,9
10011184,1
10011352,10
10025135,9
10063656,10
10085111,9
10085119,12
10129956,9
10144255,5
10144791,4
10169744,2
10221102,8
10235556,12
10242512,12
10254125,9
10266443,9
10280578,10
10306260,11
10313673,9
10327720,5
10366747,7
11002649,1
11003438,1
13612747,7
13644371,12
13680091,0
13857367,8
13925020,0
13960846,6
14006206,10
14021492,5
14083370,6
14099681,12
14231389,7
14282314,9
14343902,11
14362009,7
14373850,7
14409242,6
14412130,3
14483238,1
14486404,9
14491421,11
14513245,1
14515159,5
14537188,3
14551346,10
14666338,6
14704687,6
14802930,4
14872273,10
15020261,9
15037149,4
15096421,6
15141840,6
1950634,5
1950902,10
1953709,8
1953790,5
7477170,4
7494525,8
7497397,0
7501260,0
7584789,7
7642025,7
7716769,6
7719898,9
7750390,1
7757442,8
7818485,10
7878546,9
7894540,5
7975237,2
7996607,9
7998495,1
8103878,11
8108629,12
8147232,3
8481081,2
8524377,9
8524399,3
8529963,2
8550369,8
8616037,9
8693055,0
8807376,1
8853827,8
8896960,4
8921169,8
8987258,1
9124445,10
9333045,9
9370325,1
9385316,3
9439403,11
9454588,11
9514087,8
9534171,2
9568139,11
9606515,7
9617613,7
9821754,4
9965140,11
9983716,1
10018278,4
10071286,2
10078135,1
10085112,9
10101693,3
10108232,9
10150846,4
10210260,9
10220984,5
10293863,9
13624566,6
13892836,9
13930101,3
13990400,12
14027276,2
14140547,6
14151540,4
14161206,1
14308035,4
14326662,7
14444195,3
14474833,8
14627519,9
14631182,11
14657046,11
14667945,9
14691503,11
14743430,1
14759717,3
14776092,7
14783404,0
14799019,6
14824292,8
14844521,1
14959834,8
14962381,9
15035300,10
15149742,3
7466693,7
7548776,8
7616119,3
7622421,7
7707520,8
7718394,7
7742174,2
7771214,7
7773886,5
7774762,10
7827774,11
7867365,11
7895270,11
7929473,12
8235565,10
8323283,9
8417684,4
8467624,12
8507544,0
8597380,9
8882445,5
8925672,9
8936639,3
8954402,1
8983345,1
9019606,3
9066078,8
9072829,1
9449569,4
9519093,8
10011476,3
10025455,9
10032313,3
10044663,4
10101855,9
10108343,6
10108705,9
10162922,6
10170216,8
10203487,10
10313421,7
10373858,1
13651742,9
13697574,10
13730146,12
13771195,10
13781228,11
13828723,7
13889690,5
13938212,5
13968493,9
13985309,6
14057963,1
14107290,6
14143109,9
14203327,7
14206491,5
14228601,2
14239909,9
14306363,1
14334610,10
14393301,8
14452665,8
14469955,10
14553025,7
14557217,9
14560633,7
14760258,8
14826603,5
14860353,4
15032934,1
15054471,8
15062511,5
15064556,3
15093960,1
1945990,1
1956201,5
1956545,8
7534434,11
7690077,0
7823764,10
7863337,8
7865039,6
7865873,2
7922298,1
7994758,9
8017573,12
8036652,11
8123434,7
8146188,10
8148167,9
8264123,7
8482919,5
8487628,12
8613086,4
8711264,2
8848798,9
8898704,1
9022948,9
9041994,12
9050666,7
9057256,4
9133787,0
9308762,6
9549089,1
9854844,8
9914459,2
10025520,2
10064153,9
10156228,4
10210206,0
10299730,12
10313566,3
10320342,1
10320686,3
10373976,8
10998428,2
13540763,3
13606719,5
13626948,8
13750366,8
13873312,0
14028741,6
14033307,3
14052838,3
14107296,4
14199164,6
14203306,7
14247602,12
14265632,9
14294464,0
14322983,6
14343314,7
14469944,1
14568129,9
14584622,6
14594680,5
14608651,0
14729357,6
14758063,2
14841939,10
14855919,4
14881825,10
14943441,5
14960692,6
14976253,10
14980521,8
15077406,8
15092258,12
15125681,1
15149750,7
1947846,5
1948532,1
1948550,5
7493511,1
7522011,10
7600904,0
7639311,7
7728223,7
7735737,9
8084753,3
8146228,10
8242158,8
8329857,9
8437664,9
8510151,0
8528203,1
8663069,8
8862762,1
9003766,12
9132950,12
9582830,5
9655807,1
9774129,1
9816466,6
9897223,0
10001367,11
10071076,7
10071427,9
10108322,7
10130255,9
10150566,5
10184533,7
10184954,9
10203679,8
10210257,2
10306604,8
10313231,11
10352732,9
10352864,1
13631267,5
13631924,1
13806628,10
13923477,4
14012091,3
14092040,1
14323826,2
14472412,8
14495379,6
14567317,5
14704674,12
14723809,8
14807159,7
14824282,1
14827457,10
14857783,4
14871622,12
14901238,1
14902060,3
14978790,4
15002233,2
15037168,9
15039789,8
1945356,6
1950690,9
7502266,12
7582128,1
7617011,9
7727387,9
7757439,1
7767484,5
7931761,12
7999394,7
8083821,10
8144322,3
8218335,10
8314743,7
8393939,2
8429471,7
8511000,6
8613104,0
8637803,1
8774118,5
9020466,9
9155289,9
9270858,8
9786952,0
9788963,3
9963480,2
10018355,4
10025039,12
10056789,1
10063788,3
10078245,6
10091148,10
10091305,10
10115532,9
10150778,5
10162601,2
10184525,7
10184741,6
10210094,9
10210496,5
10235377,2
10313375,5
10320706,6
10320866,9
10327651,9
10334282,0
10340143,9
10345912,7
10345939,4
10373890,9
10994783,9
11018024,0
13534675,1
13538505,3
13554625,10
13726168,6
13753574,1
13873316,11
13933160,11
14009331,7
14038496,1
14184437,10
14226427,9
14246908,1
14326649,10
14341798,7
14356955,2
14416872,9
14437988,9
14489728,7
14524850,3
14525360,7
14667135,8
14685500,7
14807156,12
14807985,1
14812501,2
14877337,2
14995440,9
15022247,6
15073172,1
15090400,3
7655430,0
7672943,10
7690044,8
7747704,5
7753977,12
7772036,5
7777235,9
7778505,0
7899069,8
7910518,2
7914938,10
7993776,1
8035336,1
8212548,8
8239468,10
8264105,8
8355748,3
8428710,3
8469378,2
8490420,0
8511800,6
8530936,7
8664750,1
8674430,7
8728075,9
8792890,6
8792904,9
8873359,8
8875209,10
8875217,6
8876175,10
8985750,0
9037803,5
9101377,1
9287827,10
9332185,1
9372101,10
9373865,7
9392545,3
9465898,11
9481550,6
9770749,0
10025087,9
10050132,9
10144511,7
10254218,4
10299659,0
10313584,10
10340041,2
11014673,7
13572809,1
13594225,8
13680974,7
13830695,5
13851350,8
13866533,12
13883344,1
13909265,4
13928129,3
13982793,8
14024956,10
14041110,1
14041866,0
14043488,11
14059166,0
14142188,8
14176102,9
14217356,10
14281651,5
14386622,7
14554800,1
14588274,8
14627518,7
14688973,8
14745835,7
14773491,0
14774202,12
14785777,10
14855902,1
14993527,11
15058004,6
7641149,10
7709404,6
7731157,6
7757423,6
7811621,2
7824693,1
7831392,9
7956442,3
7959100,6
7960957,12
8014948,9
8062555,0
8108622,8
8162834,3
8215547,10
8449604,0
8503803,10
8507552,3
8545074,6
8548575,3
8634927,9
8636900,2
8661174,4
8850257,9
8884745,9
9120553,9
9372077,5
9477295,0
9556584,5
9753966,4
9770740,9
9877969,11
9943865,2
10001407,4
10018173,7
10071023,2
10071211,11
10115356,9
10150487,1
10170013,2
10210516,2
10242764,6
10287766,9
10306397,9
10320307,7
10327668,4
10380485,1
11000133,0
11003434,1
13589945,2
13624579,12
13681793,7
13693936,10
13766205,8
13910137,2
14092049,6
14105740,6
14155332,7
14394759,1
14412134,12
14460393,8
14529855,9
14571770,9
14603350,1
14653311,1
14656338,6
14743411,12
14772289,6
14787431,8
14803799,9
14945242,1
15079191,3
15110368,1
15127511,11
1956168,9
7478020,8
7578418,12
7608682,9
7685556,6
7755745,8
7804382,9
7841792,10
7883782,3
7887276,7
8217445,12
8296509,4
8390119,8
8411322,9
8448198,1
8562852,0
8579339,7
8634901,2
8684865,10
8938985,7
9008309,9
9039598,6
9072824,9
9305748,8
9388538,0
9411967,6
9456398,1
9458206,5
9477268,1
9522834,6
9563618,11
9757986,1
9840866,1
9875239,9
10056593,11
10064035,11
10108450,0
10150697,2
10184481,3
10197732,4
10197796,12
10242762,1
10266389,12
10334277,2
10373728,2
10374152,7
11001825,3
13593538,1
13668308,12
13683364,8
13701179,9
13854429,1
13894380,8
13938946,1
14001005,0
14027291,7
14027985,3
14090014,7
14109556,6
14226432,10
14246194,1
14248299,8
14260457,7
14516913,4
14574223,11
14706384,4
14712613,3
14744323,2
14910731,8
14926002,5
14926914,7
14933429,5
14944321,4
