ke-last-year.txt
k=13
topic nr: 0
home 0.0130142783575
health 0.0093901548481
service 0.00601392400857
county 0.00576330377069
child 0.00574700635321
million 0.00508961604237
education 0.00503019439202
state 0.0049830106555
kenya 0.00496833075923
national 0.0048921250715
topic nr: 1
fruit 0.00729636103051
export 0.00594395496471
police 0.00572218548554
country 0.00511573399053
kenya 0.00466900203488
government 0.00435974818068
county 0.00396790816443
state 0.00380259547759
food 0.00359927257024
area 0.00357407357834
topic nr: 2
county 0.0119265377985
kenya 0.00916628677224
school 0.00736999152848
government 0.00625306406578
nairobi 0.00515547887343
national 0.00481367903387
point 0.00397497382994
police 0.00396235879799
student 0.00385371275005
personal 0.00384988301856
topic nr: 3
win 0.0102022221812
league 0.00932874463197
team 0.00875360510542
game 0.00829382483822
match 0.00770348851147
champion 0.00599156018096
season 0.00582508514726
player 0.00575927303501
sport 0.00570422833118
club 0.00557920480828
topic nr: 4
market 0.019332610026
million 0.0129308165609
energy 0.0104408148253
high 0.00995620993655
increase 0.0091209336998
group 0.00909826633735
hold 0.00907946154917
business 0.00899993158956
issue 0.00864196848447
oil 0.00854573783068
topic nr: 5
research 0.0265704699516
rating 0.02638644315
rate 0.0222529777343
average 0.0217321004216
analyst 0.0177313262573
fourth 0.0167426895035
value 0.0159431130458
target 0.0158757648997
sell 0.0149578023321
additional 0.0144918333208
topic nr: 6
court 0.00822529542876
government 0.00799003600733
party 0.00750889187013
president 0.00727307063341
country 0.00708215349106
kenya 0.0068142660247
election 0.00656882243716
leader 0.00592637394564
political 0.00576197499969
justice 0.00464539286085
topic nr: 7
county 0.0153810016306
party 0.0133336764571
governor 0.0103443504949
leader 0.0096742527413
jubilee 0.00965064910199
president 0.00918250606921
national 0.00664032555751
police 0.00647581531166
government 0.0062243317657
public 0.00531516507057
topic nr: 8
rating 0.0267452931496
rate 0.0234144317914
research 0.0233755428286
average 0.0213629036658
analyst 0.0170780008861
fourth 0.0152981314035
target 0.0151309960856
sell 0.0147999133726
hold 0.0144100724944
value 0.0137830420467
topic nr: 9
international 0.0106751765434
million 0.008693868418
bank 0.0070568340902
market 0.00630944948696
state 0.00607204949533
kenya 0.00593836270786
high 0.00569743947188
water 0.00558022465517
power 0.00540858100961
world 0.00530138698982
topic nr: 10
kenya 0.0102204868695
africa 0.006618960762
country 0.00588959975802
woman 0.00584360768873
man 0.00580377562023
african 0.00518847837348
many 0.00420118316346
university 0.00397724461428
kenyan 0.00360855849218
south 0.00358192860118
topic nr: 11
kenya 0.00555609733662
production 0.00533513581715
world 0.00501181853803
fruit 0.00452552851188
country 0.00448696361411
good 0.0042293703383
race 0.00387761811749
variety 0.00376790964255
start 0.00368794069278
demand 0.00365821728307
topic nr: 12
research 0.0217650434545
rate 0.0205537394396
rating 0.0197450736688
average 0.0178061204052
corp 0.0167561857345
hold 0.0147822713739
sell 0.0133912794451
analyst 0.0133544618507
target 0.0123403610847
fourth 0.0122077914005
